product,quality,bytes,psnr,n_ships
thumbnail 96px,30,794,,
thumbnail 96px,60,814,,
thumbnail 96px,80,913,,
thumbnail 128px,30,911,,
thumbnail 128px,60,937,,
thumbnail 128px,80,1054,,
whole tile,30,14385,39.062880695466895,
whole tile,40,19716,39.23011924310576,
whole tile,50,26183,40.4193225308896,
whole tile,60,27488,41.89988611368574,
whole tile,80,59565,49.07755475456973,
ROI mosaic x1.5,60,1686,,1.0
ROI mosaic x1.5,80,2349,,1.0
thumbnail 48px,30,693,,
thumbnail 48px,60,766,,
thumbnail 48px,80,904,,
thumbnail 64px,30,753,,
thumbnail 64px,60,943,,
thumbnail 64px,80,1226,,
thumbnail 96px,30,1061,,
thumbnail 96px,60,1542,,
thumbnail 96px,80,2331,,
thumbnail 128px,30,1602,,
thumbnail 128px,60,2556,,
thumbnail 128px,80,4226,,
whole tile,30,64960,33.296511349574885,
whole tile,40,73683,34.42484150949683,
whole tile,50,84489,35.68880228902389,
whole tile,60,90407,36.54233175633984,
whole tile,80,137205,43.613922640475344,
ROI mosaic x1.5,60,5218,,4.0
ROI mosaic x1.5,80,6367,,4.0
thumbnail 48px,30,674,,
thumbnail 48px,60,683,,
thumbnail 48px,80,709,,
thumbnail 64px,30,710,,
thumbnail 64px,60,724,,
thumbnail 64px,80,764,,
thumbnail 96px,30,793,,
thumbnail 96px,60,826,,
thumbnail 96px,80,881,,
thumbnail 128px,30,916,,
thumbnail 128px,60,958,,
thumbnail 128px,80,1056,,
whole tile,30,10521,41.876090933048445,
whole tile,40,10894,42.072193964131664,
whole tile,50,11065,44.6560158637061,
whole tile,60,12208,44.50196518275512,
whole tile,80,30605,52.329457757265246,
ROI mosaic x1.5,60,642,,1.0
ROI mosaic x1.5,80,653,,1.0
thumbnail 48px,30,696,,
thumbnail 48px,60,718,,
thumbnail 48px,80,760,,
thumbnail 64px,30,735,,
thumbnail 64px,60,771,,
thumbnail 64px,80,832,,
thumbnail 96px,30,842,,
thumbnail 96px,60,895,,
thumbnail 96px,80,997,,
thumbnail 128px,30,983,,
thumbnail 128px,60,1052,,
thumbnail 128px,80,1213,,
whole tile,30,11381,40.33438797913462,
whole tile,40,11557,42.381823540125865,
whole tile,50,12087,44.55096769304739,
whole tile,60,12933,46.11469416029738,
whole tile,80,25422,51.02704304365734,
ROI mosaic x1.5,60,4634,,2.0
ROI mosaic x1.5,80,7167,,2.0
thumbnail 48px,30,671,,
thumbnail 48px,60,697,,
thumbnail 48px,80,733,,
thumbnail 64px,30,706,,
thumbnail 64px,60,743,,
thumbnail 64px,80,819,,
thumbnail 96px,30,805,,
thumbnail 96px,60,873,,
thumbnail 96px,80,1050,,
thumbnail 128px,30,933,,
thumbnail 128px,60,1059,,
thumbnail 128px,80,1453,,
whole tile,30,23220,38.02220460695276,
whole tile,40,29408,38.91584492390643,
whole tile,50,35521,40.326061339489485,
whole tile,60,37698,41.53051233493102,
whole tile,80,67528,48.34129341543501,
ROI mosaic x1.5,60,725,,1.0
ROI mosaic x1.5,80,771,,1.0
thumbnail 48px,30,700,,
thumbnail 48px,60,750,,
thumbnail 48px,80,818,,
thumbnail 64px,30,766,,
thumbnail 64px,60,834,,
thumbnail 64px,80,941,,
thumbnail 96px,30,902,,
thumbnail 96px,60,1033,,
thumbnail 96px,80,1223,,
thumbnail 128px,30,1084,,
thumbnail 128px,60,1271,,
thumbnail 128px,80,1582,,
whole tile,30,12481,40.07037807508125,
whole tile,40,13385,42.08012300088854,
whole tile,50,14391,43.46147487567385,
whole tile,60,15791,43.88736483589938,
whole tile,80,34895,50.34785635161246,
ROI mosaic x1.5,60,789,,1.0
ROI mosaic x1.5,80,895,,1.0
thumbnail 48px,30,846,,
thumbnail 48px,60,987,,
thumbnail 48px,80,1212,,
thumbnail 64px,30,1017,,
thumbnail 64px,60,1277,,
thumbnail 64px,80,1708,,
thumbnail 96px,30,1526,,
thumbnail 96px,60,2173,,
thumbnail 96px,80,3174,,
thumbnail 128px,30,2314,,
thumbnail 128px,60,3531,,
thumbnail 128px,80,5288,,
whole tile,30,50783,33.74825410996579,
whole tile,40,59333,34.95356659859256,
whole tile,50,68737,36.11633500517351,
whole tile,60,75364,37.088414560653405,
whole tile,80,116034,41.539554386054334,
ROI mosaic x1.5,60,1133,,1.0
ROI mosaic x1.5,80,1337,,1.0
thumbnail 48px,30,688,,
thumbnail 48px,60,712,,
thumbnail 48px,80,764,,
thumbnail 64px,30,722,,
thumbnail 64px,60,766,,
thumbnail 64px,80,844,,
thumbnail 96px,30,834,,
thumbnail 96px,60,903,,
thumbnail 96px,80,1069,,
thumbnail 128px,30,974,,
thumbnail 128px,60,1102,,
thumbnail 128px,80,1402,,
whole tile,30,21528,37.60736191208875,
whole tile,40,27506,39.11720929022487,
whole tile,50,34302,40.650337989259064,
whole tile,60,36203,41.15697304947889,
whole tile,80,65230,48.31928361980622,
ROI mosaic x1.5,60,4317,,1.0
ROI mosaic x1.5,80,6186,,1.0
thumbnail 48px,30,677,,
thumbnail 48px,60,701,,
thumbnail 48px,80,748,,
thumbnail 64px,30,720,,
thumbnail 64px,60,758,,
thumbnail 64px,80,844,,
thumbnail 96px,30,839,,
thumbnail 96px,60,913,,
thumbnail 96px,80,1069,,
thumbnail 128px,30,993,,
thumbnail 128px,60,1116,,
thumbnail 128px,80,1401,,
whole tile,30,16579,38.19869722185333,
whole tile,40,21764,39.187459058000165,
whole tile,50,28387,40.53394119439422,
whole tile,60,29880,41.59844285748093,
whole tile,80,61025,48.483367113334154,
ROI mosaic x1.5,60,10011,,2.0
ROI mosaic x1.5,80,15386,,2.0
thumbnail 48px,30,800,,
thumbnail 48px,60,940,,
thumbnail 48px,80,1124,,
thumbnail 64px,30,945,,
thumbnail 64px,60,1152,,
thumbnail 64px,80,1521,,
thumbnail 96px,30,1355,,
thumbnail 96px,60,1824,,
thumbnail 96px,80,2655,,
thumbnail 128px,30,1924,,
thumbnail 128px,60,2796,,
thumbnail 128px,80,4192,,
whole tile,30,36738,36.10078940796916,
whole tile,40,42894,37.39646711703448,
whole tile,50,50767,38.69026065338912,
whole tile,60,53842,39.616426103225606,
whole tile,80,89051,45.726009803892175,
ROI mosaic x1.5,60,19520,,2.0
ROI mosaic x1.5,80,28173,,2.0
thumbnail 48px,30,697,,
thumbnail 48px,60,730,,
thumbnail 48px,80,785,,
thumbnail 64px,30,747,,
thumbnail 64px,60,792,,
thumbnail 64px,80,879,,
thumbnail 96px,30,870,,
thumbnail 96px,60,942,,
thumbnail 96px,80,1088,,
thumbnail 128px,30,1023,,
thumbnail 128px,60,1128,,
thumbnail 128px,80,1418,,
whole tile,30,16037,37.52272962573621,
whole tile,40,21645,38.914824046905785,
whole tile,50,28420,40.681398001033116,
whole tile,60,29963,41.41047856843707,
whole tile,80,61610,48.53711532971208,
ROI mosaic x1.5,60,13604,,2.0
ROI mosaic x1.5,80,21297,,2.0
thumbnail 48px,30,696,,
thumbnail 48px,60,762,,
thumbnail 48px,80,866,,
thumbnail 64px,30,746,,
thumbnail 64px,60,850,,
thumbnail 64px,80,1020,,
thumbnail 96px,30,903,,
thumbnail 96px,60,1135,,
thumbnail 96px,80,1520,,
thumbnail 128px,30,1093,,
thumbnail 128px,60,1497,,
thumbnail 128px,80,2206,,
whole tile,30,16743,38.023332693450804,
whole tile,40,21543,39.22086951465448,
whole tile,50,27499,40.04314167553324,
whole tile,60,32673,40.95310887371933,
whole tile,80,64293,45.37617437142141,
ROI mosaic x1.5,60,1581,,2.0
ROI mosaic x1.5,80,1739,,2.0
thumbnail 48px,30,684,,
thumbnail 48px,60,709,,
thumbnail 48px,80,776,,
thumbnail 64px,30,723,,
thumbnail 64px,60,775,,
thumbnail 64px,80,920,,
thumbnail 96px,30,842,,
thumbnail 96px,60,1015,,
thumbnail 96px,80,1484,,
thumbnail 128px,30,1044,,
thumbnail 128px,60,1541,,
thumbnail 128px,80,2486,,
whole tile,30,34381,35.79741866915433,
whole tile,40,40940,37.25551557889413,
whole tile,50,48955,38.51462205223454,
whole tile,60,51877,39.72995839895117,
whole tile,80,87002,45.86048834521555,
ROI mosaic x1.5,60,4983,,1.0
ROI mosaic x1.5,80,7049,,1.0
thumbnail 48px,30,764,,
thumbnail 48px,60,853,,
thumbnail 48px,80,971,,
thumbnail 64px,30,840,,
thumbnail 64px,60,967,,
thumbnail 64px,80,1157,,
thumbnail 96px,30,1029,,
thumbnail 96px,60,1259,,
thumbnail 96px,80,1622,,
thumbnail 128px,30,1268,,
thumbnail 128px,60,1637,,
thumbnail 128px,80,2266,,
whole tile,30,23145,37.502934391435126,
whole tile,40,29407,38.720655987360345,
whole tile,50,36126,40.148345783360035,
whole tile,60,38218,41.118341574454966,
whole tile,80,70124,47.69389157052586,
ROI mosaic x1.5,60,799,,1.0
ROI mosaic x1.5,80,887,,1.0
thumbnail 48px,30,663,,
thumbnail 48px,60,664,,
thumbnail 48px,80,664,,
thumbnail 64px,30,691,,
thumbnail 64px,60,693,,
thumbnail 64px,80,694,,
thumbnail 96px,30,771,,
thumbnail 96px,60,777,,
thumbnail 96px,80,779,,
thumbnail 128px,30,884,,
thumbnail 128px,60,895,,
thumbnail 128px,80,901,,
whole tile,30,10016,40.53247613603907,
whole tile,40,10489,43.32066459668111,
whole tile,50,11289,43.519140705762055,
whole tile,60,12417,41.976869325334235,
whole tile,80,42760,48.44999788628631,
ROI mosaic x1.5,60,663,,1.0
ROI mosaic x1.5,80,679,,1.0
thumbnail 48px,30,665,,
thumbnail 48px,60,673,,
thumbnail 48px,80,695,,
thumbnail 64px,30,695,,
thumbnail 64px,60,705,,
thumbnail 64px,80,739,,
thumbnail 96px,30,782,,
thumbnail 96px,60,797,,
thumbnail 96px,80,863,,
thumbnail 128px,30,899,,
thumbnail 128px,60,921,,
thumbnail 128px,80,1054,,
whole tile,30,12805,37.66360333606294,
whole tile,40,16502,41.05543498149452,
whole tile,50,22965,40.71548554975835,
whole tile,60,26597,42.97617007476661,
whole tile,80,55596,47.645287382182175,
ROI mosaic x1.5,60,739,,1.0
ROI mosaic x1.5,80,804,,1.0
thumbnail 48px,30,676,,
thumbnail 48px,60,690,,
thumbnail 48px,80,722,,
thumbnail 64px,30,720,,
thumbnail 64px,60,740,,
thumbnail 64px,80,800,,
thumbnail 96px,30,807,,
thumbnail 96px,60,840,,
thumbnail 96px,80,1025,,
thumbnail 128px,30,948,,
thumbnail 128px,60,1022,,
thumbnail 128px,80,1473,,
whole tile,30,25870,36.97629979079461,
whole tile,40,31831,39.18333665307058,
whole tile,50,38392,40.540919911169546,
whole tile,60,40800,41.57353570573835,
whole tile,80,70165,47.736092770702115,
ROI mosaic x1.5,60,5675,,1.0
ROI mosaic x1.5,80,8172,,1.0
thumbnail 48px,30,689,,
thumbnail 48px,60,710,,
thumbnail 48px,80,755,,
thumbnail 64px,30,732,,
thumbnail 64px,60,767,,
thumbnail 64px,80,829,,
thumbnail 96px,30,835,,
thumbnail 96px,60,896,,
thumbnail 96px,80,1007,,
thumbnail 128px,30,985,,
thumbnail 128px,60,1060,,
thumbnail 128px,80,1242,,
whole tile,30,11529,41.64379320415488,
whole tile,40,12016,42.14062086177685,
whole tile,50,12429,43.338727541209,
whole tile,60,13305,43.67370771323504,
whole tile,80,25169,50.92039220469339,
ROI mosaic x1.5,60,4629,,2.0
ROI mosaic x1.5,80,6361,,2.0
thumbnail 48px,30,715,,
thumbnail 48px,60,784,,
thumbnail 48px,80,880,,
thumbnail 64px,30,777,,
thumbnail 64px,60,883,,
thumbnail 64px,80,1044,,
thumbnail 96px,30,937,,
thumbnail 96px,60,1122,,
thumbnail 96px,80,1465,,
thumbnail 128px,30,1139,,
thumbnail 128px,60,1471,,
thumbnail 128px,80,2030,,
whole tile,30,22093,37.863249518044974,
whole tile,40,28112,39.0160021369054,
whole tile,50,34713,40.21785910205456,
whole tile,60,36645,41.43659706872199,
whole tile,80,68051,47.880504270146005,
ROI mosaic x1.5,60,2069,,2.0
ROI mosaic x1.5,80,2535,,2.0
thumbnail 48px,30,670,,
thumbnail 48px,60,678,,
thumbnail 48px,80,705,,
thumbnail 64px,30,702,,
thumbnail 64px,60,719,,
thumbnail 64px,80,757,,
thumbnail 96px,30,797,,
thumbnail 96px,60,823,,
thumbnail 96px,80,889,,
thumbnail 128px,30,924,,
thumbnail 128px,60,972,,
thumbnail 128px,80,1086,,
whole tile,30,13532,38.032597575473844,
whole tile,40,18344,39.30548854221494,
whole tile,50,24548,40.99343844354195,
whole tile,60,25947,42.429764504555926,
whole tile,80,57854,49.26359380904812,
ROI mosaic x1.5,60,3025,,2.0
ROI mosaic x1.5,80,4248,,2.0
thumbnail 48px,30,878,,
thumbnail 48px,60,1060,,
thumbnail 48px,80,1304,,
thumbnail 64px,30,1083,,
thumbnail 64px,60,1362,,
thumbnail 64px,80,1817,,
thumbnail 96px,30,1637,,
thumbnail 96px,60,2298,,
thumbnail 96px,80,3250,,
thumbnail 128px,30,2422,,
thumbnail 128px,60,3558,,
thumbnail 128px,80,5190,,
whole tile,30,44587,34.87721505515773,
whole tile,40,51984,36.16983112271689,
whole tile,50,60228,37.38312005462309,
whole tile,60,64756,38.350287168731604,
whole tile,80,103553,43.51558933537022,
ROI mosaic x1.5,60,2128,,2.0
ROI mosaic x1.5,80,2536,,2.0
thumbnail 48px,30,678,,
thumbnail 48px,60,683,,
thumbnail 48px,80,697,,
thumbnail 64px,30,723,,
thumbnail 64px,60,733,,
thumbnail 64px,80,769,,
thumbnail 96px,30,825,,
thumbnail 96px,60,841,,
thumbnail 96px,80,941,,
thumbnail 128px,30,967,,
thumbnail 128px,60,1008,,
thumbnail 128px,80,1280,,
whole tile,30,17979,38.01155228119239,
whole tile,40,22933,39.64803194762868,
whole tile,50,28225,40.604646848336145,
whole tile,60,33058,41.079537674284424,
whole tile,80,57957,45.03913990308129,
ROI mosaic x1.5,60,3169,,1.0
ROI mosaic x1.5,80,4454,,1.0
thumbnail 48px,30,670,,
thumbnail 48px,60,682,,
thumbnail 48px,80,714,,
thumbnail 64px,30,703,,
thumbnail 64px,60,713,,
thumbnail 64px,80,759,,
thumbnail 96px,30,789,,
thumbnail 96px,60,808,,
thumbnail 96px,80,895,,
thumbnail 128px,30,910,,
thumbnail 128px,60,938,,
thumbnail 128px,80,1110,,
whole tile,30,15074,38.29574626453529,
whole tile,40,20491,39.536611595878846,
whole tile,50,27240,40.38934035744859,
whole tile,60,28606,41.336918571932635,
whole tile,80,60104,48.97719134096991,
ROI mosaic x1.5,60,728,,1.0
ROI mosaic x1.5,80,764,,1.0
thumbnail 48px,30,673,,
thumbnail 48px,60,702,,
thumbnail 48px,80,778,,
thumbnail 64px,30,707,,
thumbnail 64px,60,782,,
thumbnail 64px,80,963,,
thumbnail 96px,30,834,,
thumbnail 96px,60,1158,,
thumbnail 96px,80,1978,,
thumbnail 128px,30,1109,,
thumbnail 128px,60,2013,,
thumbnail 128px,80,3798,,
whole tile,30,53482,34.54789803441197,
whole tile,40,60887,35.984158657634325,
whole tile,50,70455,37.230412892451355,
whole tile,60,75073,37.97185377883982,
whole tile,80,116490,44.038233407688125,
ROI mosaic x1.5,60,2118,,1.0
ROI mosaic x1.5,80,2761,,1.0
thumbnail 48px,30,675,,
thumbnail 48px,60,685,,
thumbnail 48px,80,713,,
thumbnail 64px,30,710,,
thumbnail 64px,60,730,,
thumbnail 64px,80,795,,
thumbnail 96px,30,796,,
thumbnail 96px,60,842,,
thumbnail 96px,80,1022,,
thumbnail 128px,30,933,,
thumbnail 128px,60,1041,,
thumbnail 128px,80,1439,,
whole tile,30,16442,35.81943806756516,
whole tile,40,21683,37.0989158444048,
whole tile,50,29156,37.85475338325229,
whole tile,60,35139,38.56471612136848,
whole tile,80,77229,43.40588423124394,
ROI mosaic x1.5,60,2188,,1.0
ROI mosaic x1.5,80,3287,,1.0
thumbnail 48px,30,676,,
thumbnail 48px,60,701,,
thumbnail 48px,80,761,,
thumbnail 64px,30,706,,
thumbnail 64px,60,760,,
thumbnail 64px,80,874,,
thumbnail 96px,30,806,,
thumbnail 96px,60,946,,
thumbnail 96px,80,1293,,
thumbnail 128px,30,959,,
thumbnail 128px,60,1309,,
thumbnail 128px,80,2025,,
whole tile,30,29950,34.296376048180825,
whole tile,40,37539,35.09473825891403,
whole tile,50,47479,36.052635950094285,
whole tile,60,49593,36.64253571550699,
whole tile,80,97621,44.73671979378929,
ROI mosaic x1.5,60,1705,,1.0
ROI mosaic x1.5,80,2321,,1.0
thumbnail 48px,30,663,,
thumbnail 48px,60,665,,
thumbnail 48px,80,683,,
thumbnail 64px,30,691,,
thumbnail 64px,60,700,,
thumbnail 64px,80,724,,
thumbnail 96px,30,777,,
thumbnail 96px,60,796,,
thumbnail 96px,80,847,,
thumbnail 128px,30,894,,
thumbnail 128px,60,922,,
thumbnail 128px,80,1053,,
whole tile,30,15438,38.98424081224496,
whole tile,40,20945,39.506351226609596,
whole tile,50,27416,40.188370546260174,
whole tile,60,29072,41.75250346520169,
whole tile,80,59349,48.90343192417024,
ROI mosaic x1.5,60,3068,,1.0
ROI mosaic x1.5,80,4594,,1.0
thumbnail 48px,30,697,,
thumbnail 48px,60,731,,
thumbnail 48px,80,799,,
thumbnail 64px,30,751,,
thumbnail 64px,60,795,,
thumbnail 64px,80,930,,
thumbnail 96px,30,875,,
thumbnail 96px,60,987,,
thumbnail 96px,80,1308,,
thumbnail 128px,30,1051,,
thumbnail 128px,60,1313,,
thumbnail 128px,80,1932,,
whole tile,30,27737,37.279706864459285,
whole tile,40,33076,38.93521199899868,
whole tile,50,40012,40.12823412115807,
whole tile,60,42319,41.095674458054596,
whole tile,80,70605,47.25903076326457,
ROI mosaic x1.5,60,23836,,1.0
ROI mosaic x1.5,80,35861,,1.0
thumbnail 48px,30,778,,
thumbnail 48px,60,869,,
thumbnail 48px,80,1004,,
thumbnail 64px,30,886,,
thumbnail 64px,60,1032,,
thumbnail 64px,80,1262,,
thumbnail 96px,30,1105,,
thumbnail 96px,60,1447,,
thumbnail 96px,80,1919,,
thumbnail 128px,30,1425,,
thumbnail 128px,60,1988,,
thumbnail 128px,80,2874,,
whole tile,30,30521,37.213603681993355,
whole tile,40,36273,38.59718664129761,
whole tile,50,43194,39.74547458684657,
whole tile,60,45653,40.91849608732343,
whole tile,80,76754,47.29011915845723,
ROI mosaic x1.5,60,6133,,1.0
ROI mosaic x1.5,80,8797,,1.0
thumbnail 48px,30,959,,
thumbnail 48px,60,1170,,
thumbnail 48px,80,1445,,
thumbnail 64px,30,1228,,
thumbnail 64px,60,1567,,
thumbnail 64px,80,2073,,
thumbnail 96px,30,1867,,
thumbnail 96px,60,2624,,
thumbnail 96px,80,3726,,
thumbnail 128px,30,2802,,
thumbnail 128px,60,4097,,
thumbnail 128px,80,5962,,
whole tile,30,49000,34.59761276557892,
whole tile,40,56261,35.84661061546784,
whole tile,50,65212,37.084072980429696,
whole tile,60,69827,38.07804973432549,
whole tile,80,109083,43.812959572743104,
ROI mosaic x1.5,60,1130,,1.0
ROI mosaic x1.5,80,1344,,1.0
thumbnail 48px,30,674,,
thumbnail 48px,60,686,,
thumbnail 48px,80,717,,
thumbnail 64px,30,707,,
thumbnail 64px,60,723,,
thumbnail 64px,80,770,,
thumbnail 96px,30,797,,
thumbnail 96px,60,829,,
thumbnail 96px,80,931,,
thumbnail 128px,30,927,,
thumbnail 128px,60,980,,
thumbnail 128px,80,1192,,
whole tile,30,16308,38.70002985666829,
whole tile,40,21764,39.4774944981804,
whole tile,50,28230,40.26492981189732,
whole tile,60,29808,41.598971914801695,
whole tile,80,60312,48.76435342895781,
ROI mosaic x1.5,60,5047,,1.0
ROI mosaic x1.5,80,7664,,1.0
thumbnail 48px,30,718,,
thumbnail 48px,60,795,,
thumbnail 48px,80,881,,
thumbnail 64px,30,789,,
thumbnail 64px,60,909,,
thumbnail 64px,80,1084,,
thumbnail 96px,30,972,,
thumbnail 96px,60,1266,,
thumbnail 96px,80,1773,,
thumbnail 128px,30,1231,,
thumbnail 128px,60,1882,,
thumbnail 128px,80,3199,,
whole tile,30,85386,25.095294740172342,
whole tile,40,101995,25.750976291734624,
whole tile,50,121975,26.886072044988385,
whole tile,60,129312,27.564740423760696,
whole tile,80,224297,35.63461644928344,
ROI mosaic x1.5,60,7328,,1.0
ROI mosaic x1.5,80,10803,,1.0
thumbnail 48px,30,663,,
thumbnail 48px,60,669,,
thumbnail 48px,80,688,,
thumbnail 64px,30,692,,
thumbnail 64px,60,704,,
thumbnail 64px,80,747,,
thumbnail 96px,30,778,,
thumbnail 96px,60,801,,
thumbnail 96px,80,977,,
thumbnail 128px,30,892,,
thumbnail 128px,60,945,,
thumbnail 128px,80,1298,,
whole tile,30,22202,34.754509291856415,
whole tile,40,29430,35.320688804993914,
whole tile,50,39123,35.82320567245209,
whole tile,60,44719,36.66624386981787,
whole tile,80,93100,42.5620338508817,
ROI mosaic x1.5,60,735,,1.0
ROI mosaic x1.5,80,784,,1.0
thumbnail 48px,30,770,,
thumbnail 48px,60,880,,
thumbnail 48px,80,1043,,
thumbnail 64px,30,914,,
thumbnail 64px,60,1122,,
thumbnail 64px,80,1448,,
thumbnail 96px,30,1362,,
thumbnail 96px,60,1866,,
thumbnail 96px,80,2659,,
thumbnail 128px,30,2055,,
thumbnail 128px,60,3013,,
thumbnail 128px,80,4572,,
whole tile,30,50223,34.813985752173295,
whole tile,40,57751,36.299347181846095,
whole tile,50,66397,37.415724446432556,
whole tile,60,70968,38.4274745113988,
whole tile,80,111184,44.3060512388826,
ROI mosaic x1.5,60,9133,,1.0
ROI mosaic x1.5,80,12796,,1.0
thumbnail 48px,30,666,,
thumbnail 48px,60,673,,
thumbnail 48px,80,690,,
thumbnail 64px,30,696,,
thumbnail 64px,60,704,,
thumbnail 64px,80,734,,
thumbnail 96px,30,784,,
thumbnail 96px,60,796,,
thumbnail 96px,80,872,,
thumbnail 128px,30,901,,
thumbnail 128px,60,923,,
thumbnail 128px,80,1078,,
whole tile,30,14587,37.96105076097513,
whole tile,40,19952,39.14680947181126,
whole tile,50,26607,40.826700665034394,
whole tile,60,28050,41.84956237348559,
whole tile,80,60067,49.039828837059105,
ROI mosaic x1.5,60,1361,,2.0
ROI mosaic x1.5,80,1405,,2.0
thumbnail 48px,30,667,,
thumbnail 48px,60,675,,
thumbnail 48px,80,694,,
thumbnail 64px,30,698,,
thumbnail 64px,60,705,,
thumbnail 64px,80,751,,
thumbnail 96px,30,782,,
thumbnail 96px,60,819,,
thumbnail 96px,80,1066,,
thumbnail 128px,30,904,,
thumbnail 128px,60,1076,,
thumbnail 128px,80,1698,,
whole tile,30,19845,37.5221574052785,
whole tile,40,25377,38.965355356399,
whole tile,50,31586,39.33955303513286,
whole tile,60,37425,40.130497693823244,
whole tile,80,69489,44.574810864060936,
ROI mosaic x1.5,60,765,,1.0
ROI mosaic x1.5,80,823,,1.0
thumbnail 48px,30,685,,
thumbnail 48px,60,697,,
thumbnail 48px,80,733,,
thumbnail 64px,30,712,,
thumbnail 64px,60,725,,
thumbnail 64px,80,760,,
thumbnail 96px,30,824,,
thumbnail 96px,60,855,,
thumbnail 96px,80,934,,
thumbnail 128px,30,952,,
thumbnail 128px,60,992,,
thumbnail 128px,80,1143,,
whole tile,30,20448,37.1308146555056,
whole tile,40,26064,38.97395415717395,
whole tile,50,33138,40.66334707219227,
whole tile,60,34952,41.86531541324706,
whole tile,80,64322,48.15854791889909,
ROI mosaic x1.5,60,2851,,2.0
ROI mosaic x1.5,80,3636,,2.0
thumbnail 48px,30,668,,
thumbnail 48px,60,686,,
thumbnail 48px,80,732,,
thumbnail 64px,30,700,,
thumbnail 64px,60,734,,
thumbnail 64px,80,815,,
thumbnail 96px,30,791,,
thumbnail 96px,60,874,,
thumbnail 96px,80,1115,,
thumbnail 128px,30,927,,
thumbnail 128px,60,1140,,
thumbnail 128px,80,1758,,
whole tile,30,30302,37.078816948305544,
whole tile,40,36917,37.84264313455984,
whole tile,50,44174,39.69320541332044,
whole tile,60,46588,40.61512053955226,
whole tile,80,78780,47.405203860803205,
ROI mosaic x1.5,60,2344,,2.0
ROI mosaic x1.5,80,2883,,2.0
thumbnail 48px,30,671,,
thumbnail 48px,60,694,,
thumbnail 48px,80,760,,
thumbnail 64px,30,706,,
thumbnail 64px,60,742,,
thumbnail 64px,80,845,,
thumbnail 96px,30,801,,
thumbnail 96px,60,880,,
thumbnail 96px,80,1141,,
thumbnail 128px,30,930,,
thumbnail 128px,60,1112,,
thumbnail 128px,80,1655,,
whole tile,30,24793,37.29448918508032,
whole tile,40,30769,38.603756996804506,
whole tile,50,37944,39.75401404219716,
whole tile,60,39883,40.8510490975512,
whole tile,80,71235,47.75699232923766,
ROI mosaic x1.5,60,1829,,2.0
ROI mosaic x1.5,80,2122,,2.0
thumbnail 48px,30,670,,
thumbnail 48px,60,681,,
thumbnail 48px,80,710,,
thumbnail 64px,30,705,,
thumbnail 64px,60,722,,
thumbnail 64px,80,775,,
thumbnail 96px,30,792,,
thumbnail 96px,60,829,,
thumbnail 96px,80,1039,,
thumbnail 128px,30,921,,
thumbnail 128px,60,1010,,
thumbnail 128px,80,1662,,
whole tile,30,28057,37.39756737087475,
whole tile,40,34245,38.35687110660584,
whole tile,50,41101,39.25738305872314,
whole tile,60,43416,40.471867087517396,
whole tile,80,75332,47.33344657821439,
ROI mosaic x1.5,60,3921,,2.0
ROI mosaic x1.5,80,5178,,2.0
thumbnail 48px,30,686,,
thumbnail 48px,60,728,,
thumbnail 48px,80,783,,
thumbnail 64px,30,725,,
thumbnail 64px,60,779,,
thumbnail 64px,80,879,,
thumbnail 96px,30,829,,
thumbnail 96px,60,928,,
thumbnail 96px,80,1149,,
thumbnail 128px,30,988,,
thumbnail 128px,60,1139,,
thumbnail 128px,80,1534,,
whole tile,30,19231,38.431145126595474,
whole tile,40,24315,40.0278998734587,
whole tile,50,30425,40.88192329856813,
whole tile,60,32414,42.23305634456069,
whole tile,80,58617,48.54094133415715,
ROI mosaic x1.5,60,736,,1.0
ROI mosaic x1.5,80,788,,1.0
thumbnail 48px,30,673,,
thumbnail 48px,60,693,,
thumbnail 48px,80,724,,
thumbnail 64px,30,705,,
thumbnail 64px,60,729,,
thumbnail 64px,80,781,,
thumbnail 96px,30,792,,
thumbnail 96px,60,831,,
thumbnail 96px,80,941,,
thumbnail 128px,30,916,,
thumbnail 128px,60,968,,
thumbnail 128px,80,1161,,
whole tile,30,11413,41.14137650020527,
whole tile,40,13877,40.17396227046471,
whole tile,50,16201,42.3622568218203,
whole tile,60,17778,41.85512486882509,
whole tile,80,47496,50.444171998121945,
ROI mosaic x1.5,60,2747,,2.0
ROI mosaic x1.5,80,4360,,2.0
thumbnail 48px,30,702,,
thumbnail 48px,60,761,,
thumbnail 48px,80,871,,
thumbnail 64px,30,755,,
thumbnail 64px,60,883,,
thumbnail 64px,80,1081,,
thumbnail 96px,30,956,,
thumbnail 96px,60,1290,,
thumbnail 96px,80,1801,,
thumbnail 128px,30,1271,,
thumbnail 128px,60,1973,,
thumbnail 128px,80,3039,,
whole tile,30,71659,26.20411402545124,
whole tile,40,85870,26.8028120043344,
whole tile,50,102984,27.739004587740517,
whole tile,60,108889,28.281959596990433,
whole tile,80,197969,36.72061409804294,
ROI mosaic x1.5,60,761,,1.0
ROI mosaic x1.5,80,825,,1.0
thumbnail 48px,30,688,,
thumbnail 48px,60,717,,
thumbnail 48px,80,786,,
thumbnail 64px,30,730,,
thumbnail 64px,60,784,,
thumbnail 64px,80,910,,
thumbnail 96px,30,850,,
thumbnail 96px,60,964,,
thumbnail 96px,80,1262,,
thumbnail 128px,30,994,,
thumbnail 128px,60,1206,,
thumbnail 128px,80,1825,,
whole tile,30,44765,31.29562304864777,
